popularity,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,release_month_name,release_month_num,release_quarter,profit,profit%
0.339933,The Believers,Martin Sheen|Helen Shaver|Harley Cross|Robert Loggia|Elizabeth Wilson,John Schlesinger,114,Horror|Thriller,Orion Pictures|Orion Pictures Corporation,1987-06-09,12,5.8,1987,0.0,35989356.0122583,June,6,summer,35989356.0122583,100.0
0.338412,The Belly of an Architect,Brian Dennehy|Chloe Webb|Lambert Wilson|Sergio Fantoni|Stefania Casini,Peter Greenaway,118,Drama,British Screen|Sacis|Film Four International|Hemdale Group|Mondial,1987-09-23,10,5.8,1987,0.0,0.0,September,9,autumn,0.0,0.0
0.335219,House of Games,Lindsay Crouse|Joe Mantegna|Mike Nussbaum|J. T. Walsh|Ricky Jay,David Mamet,102,Crime|Drama|Mystery|Thriller,Filmhaus,1987-10-11,29,7.2,1987,0.0,4962049.22479705,October,10,autumn,4962049.22479705,100.0
0.333783,Ironweed,Jack Nicholson|Meryl Streep|Carroll Baker|Tom Waits|Nathan Lane,Hector Babenco,143,Drama,Keith Barish Productions|TAFT Entertainment Pictures|Home Box Office (HBO),1987-12-18,14,6.0,1987,0.0,0.0,December,12,winter,0.0,0.0
0.322457,La Bamba,Lou Diamond Phillips|Danielle von Zerneck|Elizabeth PeÃ±a|Rosanna DeSoto|Esai Morales,Luis Valdez,108,Drama|Music,Columbia Pictures Corporation,1987-07-24,43,6.9,1987,12474022.8474202,104043744.287137,July,7,summer,91569721.4397168,88.01079014131331
0.32054,Someone to Watch Over Me,Tom Berenger|Mimi Rogers|Lorraine Bracco|Jerry Orbach|John Rubinstein,Ridley Scott,106,Crime|Drama|Romance|Thriller,Columbia Pictures,1987-10-09,10,5.4,1987,32624367.4470991,19725362.317589,October,10,autumn,-12899005.1295101,-65.39299467269166
0.318343,Renegade,Terence Hill|Robert Vaughn|Ross Hill|Norman Bowler|Donald Hodson,Enzo Barboni,92,Action|Adventure|Comedy|Western,CinecittÃ |Paloma Films,1987-10-30,24,5.6,1987,0.0,0.0,October,10,autumn,0.0,0.0
0.457831,Suspect,Cher|Dennis Quaid|Liam Neeson|John Mahoney|Joe Mantegna,Peter Yates,121,Crime|Drama|Thriller,TriStar Pictures,1987-10-23,14,6.0,1987,0.0,0.0,October,10,autumn,0.0,0.0
0.316643,Out of Rosenheim,Marianne SÃ¤gebrecht|CCH Pounder|Jack Palance|Christine Kaufmann|Monica Calhoun,Percy Adlon,95,Comedy|Drama,Pro-ject Filmproduktion,1987-11-12,32,6.9,1987,0.0,6884323.01271064,November,11,autumn,6884323.01271064,100.0
0.315932,The Dead,Anjelica Huston|Donal McCann|Dan O'Herlihy|Helena Carroll|Cathleen Delany,John Huston,83,Drama,Zenith Entertainment|Vestron Pictures|Delta film|Channel 4|Liffey Films,1987-09-03,13,6.1,1987,0.0,0.0,September,9,autumn,0.0,0.0
0.313707,Project X,Matthew Broderick|Helen Hunt|Willie|William Sadler|Johnny Ray McGhee,Jonathan Kaplan,108,Action|Comedy|Drama|Science Fiction,20th Century Fox,1987-04-17,29,6.0,1987,34543447.8851637,35564947.5352194,April,4,spring,1021499.650055699,2.872209073397688
0.29697,Anne of Avonlea,Colleen Dewhurst|Patricia Hamilton|Megan Follows|Jonathan Crombie|Wendy Hiller,Kevin Sullivan,230,Drama|Romance|Family,unknown,1987-05-19,17,7.4,1987,0.0,0.0,May,5,spring,0.0,0.0
0.288278,September,Mia Farrow|Dianne Wiest|Sam Waterston|Elaine Stritch|Jack Warden,Woody Allen,82,Drama,unknown,1987-01-01,14,5.5,1987,0.0,0.0,January,1,winter,0.0,0.0
0.288138,Steel Dawn,Patrick Swayze|Lisa Niemi|Anthony Zerbe|Christopher Neame|Brion James,Lance Hool,97,Action|Adventure|Science Fiction,Vestron Pictures,1987-11-06,17,4.4,1987,0.0,0.0,November,11,autumn,0.0,0.0
0.287829,Throw Momma from the Train,Danny DeVito|Billy Crystal|Kim Greist|Anne Ramsey|Kate Mulgrew,Danny DeVito,88,Crime|Comedy,Orion Pictures,1987-12-11,54,5.8,1987,26867126.1329051,111145408.9167,December,12,winter,84278282.78379491,75.82704819319963
0.421153,Moonstruck,Cher|Nicolas Cage|Vincent Gardenia|Olympia Dukakis|Danny Aiello,Norman Jewison,102,Comedy|Drama|Romance,Metro-Goldwyn-Mayer (MGM),1987-12-18,72,6.2,1987,0.0,154755659.800004,December,12,winter,154755659.800004,100.0
0.28269,The Monster Squad,Andre Gower|Robby Kiger|Stephen Macht|Duncan Regehr|Ryan Lambert,Fred Dekker,82,Horror|Comedy|Action|Fantasy|Science Fiction,TriStar Pictures|Keith Barish Productions|TAFT Entertainment Pictures|Home Box Office (HBO),1987-08-14,58,7.0,1987,23028965.2567758,7234914.06069936,August,8,summer,-15794051.19607644,-218.30323157355807
0.345753,Ghoulies II,Damon Martin|Royal Dano|Phil Fondacaro|J. Downing|Kerry Remsen,Albert Band,89,Comedy|Horror,Empire Pictures|Taryn Productions Inc.,1987-09-18,13,3.5,1987,0.0,0.0,September,9,autumn,0.0,0.0
0.353822,Eddie Murphy Raw,Eddie Murphy|Tatyana Ali|Billie Allen|James Brown III|Eyde Byrde,Robert Townsend,93,Comedy,Paramount Pictures,1987-11-25,53,7.0,1987,0.0,96922495.4417041,November,11,autumn,96922495.4417041,100.0
0.264653,Summer School,Mark Harmon|Kirstie Alley|Courtney Thorne-Smith|Ken Olandt|Shawnee Smith,Carl Reiner,97,Comedy,Paramount Pictures,1987-07-22,27,6.1,1987,0.0,67387411.8686297,July,7,summer,67387411.8686297,100.0
0.263191,The Fourth Protocol,Michael Caine|Pierce Brosnan|Ray McAnally|Ned Beatty|Joanna Cassidy,John Mackenzie,119,Action|Drama|Thriller,The Rank Organisation,1987-08-28,26,5.9,1987,0.0,0.0,August,8,summer,0.0,0.0
0.258955,Maurice,James Wilby|Hugh Grant|Rupert Graves|Denholm Elliott|Simon Callow,James Ivory,134,Drama|Romance,Merchant Ivory Productions|Film Four International,1987-09-18,21,6.5,1987,0.0,0.0,September,9,autumn,0.0,0.0
0.244974,Khane-ye doust kodjast?,Babek Ahmed Poor|Ahmed Ahmed Poor|Kheda Barech Defai|Iran Outari|Ait Ansari,Abbas Kiarostami,83,Drama,unknown,1987-01-01,16,7.4,1987,0.0,0.0,January,1,winter,0.0,0.0
0.481561,Can't Buy Me Love,Patrick Dempsey|Seth Green|Gerardo MejÃ­a|Courtney Gains|Sharon Farrell,Steve Rash,94,Drama|Comedy|Romance|Family,Apollo Pictures|Touchstone Pictures|Silver Screen Partners II,1987-08-14,72,6.4,1987,3454344.78851637,60688679.2869234,August,8,summer,57234334.49840703,94.30809035704179
0.240967,Deliria,Barbara Cupisti|David Brandon|Robert Gligorov|Mary Sellers|Giovanni Lombardo Radice,Michele Soavi,90,Horror,Filmirage|DMV Distribuzione,1987-02-08,14,6.6,1987,1919080.43806465,0.0,February,2,winter,-1919080.43806465,-inf
0.234183,Date With an Angel,Michael E. Knight|Phoebe Cates|Emmanuelle BÃ©art|David Dukes|Vinny Argiro,Tom McLoughlin,105,Comedy|Fantasy|Romance|Science Fiction,De Laurentiis Entertainment Group (DEG),1987-11-20,12,5.6,1987,0.0,0.0,November,11,autumn,0.0,0.0
0.233246,Revenge of the Nerds II: Nerds in Paradise,Robert Carradine|Curtis Armstrong|Larry B. Scott|Timothy Busfield|Courtney Thorne-Smith,Joe Roth,98,Comedy,Twentieth Century Fox Film Corporation|Amercent Films|American Entertainment Partners L.P.|Interscope Communications,1987-07-10,29,6.1,1987,0.0,43451882.6083143,July,7,summer,43451882.6083143,100.0
0.207159,Amazon Women on the Moon,Arsenio Hall|Monique Gabrielle|Debby Davison|Rob Krausz|Michelle Pfeiffer,Joe Dante|Carl Gottlieb|Peter Horton|John Landis|Robert K. Weiss,85,Comedy|Science Fiction,Universal Pictures|Westward Productions,1987-09-18,12,5.8,1987,0.0,0.0,September,9,autumn,0.0,0.0
0.221631,The Stepfather,Terry O'Quinn|Jill Schoelen|Shelley Hack|Charles Lanyer|Stephen Shellen,Joseph Ruben,89,Drama|Horror|Mystery|Thriller,Incorporated Television Company (ITC),1987-01-22,24,6.8,1987,0.0,0.0,January,1,winter,0.0,0.0
0.217263,Hot Pursuit,John Cusack|Robert Loggia|Jerry Stiller|Wendy Gazelle|Monte Markham,Steven Lisberger,93,Comedy,Paramount Pictures|RKO Pictures,1987-05-08,10,5.6,1987,0.0,8090572.53653881,May,5,spring,8090572.53653881,100.0
0.213026,Flowers in the Attic,Louise Fletcher|Victoria Tennant|Kristy Swanson|Jeb Stuart Adams|Ben Ryan Ganger,Jeffrey Bloom,93,Drama|Horror|Mystery|Thriller,Fries Entertainment Films,1987-11-20,25,6.9,1987,0.0,0.0,November,11,autumn,0.0,0.0
0.159347,Benji the Hunted,Red Steagall|Frank Inn|Nancy Francis,Joe Camp,88,Action|Adventure|Family,Embark Production,1987-06-17,14,6.4,1987,0.0,0.0,June,6,summer,0.0,0.0
0.20076,Mannequin,Andrew McCarthy|Kim Cattrall|Estelle Getty|James Spader|G. W. Bailey,Michael Gottlieb,89,Fantasy|Comedy|Romance,20th Century Fox|Gladden Entertainment,1987-02-13,61,5.6,1987,11514482.6283879,81985411.5343259,February,2,winter,70470928.905938,85.9554493745915
0.193182,Oci ciornie,Marcello Mastroianni|Elena Safonova|Innokentiy Smoktunovskiy|Marthe Keller|Vsevolod Larionov,Nikita Mikhalkov,117,Comedy|Romance|Drama,unknown,1987-01-01,12,6.3,1987,0.0,0.0,January,1,winter,0.0,0.0
0.189462,Black Widow,Debra Winger|Theresa Russell|Sami Frey|Dennis Hopper|Nicol Williamson,Bob Rafelson,102,Mystery|Thriller,20th Century Fox|American Entertainment Partners L.P.,1987-02-06,13,5.8,1987,0.0,48371305.2184211,February,2,winter,48371305.2184211,100.0
0.188258,River's Edge,Crispin Glover|Keanu Reeves|Ione Skye|Daniel Roebuck|Dennis Hopper,Tim Hunter,99,Crime|Drama,Hemdale Film|Island,1987-04-23,16,5.7,1987,36462528.3232284,0.0,April,4,spring,-36462528.3232284,-inf
0.186551,Gandahar,Pierre-Marie Escourrou|Catherine Chevallier|Georges Wilson|Anny Duperey|Jean-Pierre Ducos,RenÃ© Laloux,83,Animation|Science Fiction|Fantasy|Adventure,Films A2,1987-12-11,10,7.2,1987,0.0,0.0,December,12,winter,0.0,0.0
0.184885,Cry Freedom,Denzel Washington|Kevin Kline|Penelope Wilton|Kate Hardie|John Matshikiza,Richard Attenborough,157,Drama,Universal Pictures,1987-11-05,26,6.9,1987,0.0,0.0,November,11,autumn,0.0,0.0
0.184469,Less Than Zero,Andrew McCarthy|Jami Gertz|Robert Downey Jr.|James Spader|Tony Bill,Marek Kanievska,98,Drama|Crime|Romance,Twentieth Century Fox Film Corporation|Amercent Films|American Entertainment Partners L.P.,1987-11-06,30,5.9,1987,0.0,23789656.1180572,November,11,autumn,23789656.1180572,100.0
0.274181,Escape from Sobibor,Alan Arkin|Joanna Pacula|Rutger Hauer|Hartmut Becker|Jack Shepherd,Jack Gold,120,Drama|War|Thriller,Zenith Productions,1987-04-12,23,6.0,1987,0.0,0.0,April,4,spring,0.0,0.0
0.180267,Wanted: Dead or Alive,Rutger Hauer|Gene Simmons|Eli Danker|Nick Faltas|Dennis Burkley,Gary Sherman,104,Action|Thriller|Crime|Drama,New World Pictures,1987-01-16,13,5.2,1987,0.0,0.0,January,1,winter,0.0,0.0
0.180028,Dolls,Ian Patrick Williams|Carolyn Purdy-Gordon|Carrie Lorraine|Guy Rolfe|Bunty Bailey,Stuart Gordon,77,Fantasy|Horror,unknown,1987-03-01,29,5.6,1987,0.0,0.0,March,3,spring,0.0,0.0
0.179562,Baby Boom,Diane Keaton|Sam Shepard|Harold Ramis|Kristina Kennedy|Sam Wanamaker,Charles Shyer,110,Comedy|Romance|Family,United Artists,1987-09-17,27,5.6,1987,0.0,0.0,September,9,autumn,0.0,0.0
0.17911,Best Seller,James Woods|Brian Dennehy|Victoria Tennant|Allison Balson|Paul Shenar,John Flynn,95,Action|Crime|Drama|Thriller,Orion Pictures|Hemdale Film,1987-09-25,11,6.2,1987,0.0,8210113.97610629,September,9,autumn,8210113.97610629,100.0
0.17844,Beauty and the Beast,John Savage|Rebecca De Mornay|Yossi Graber|Michael Schneider|Carmela Marner,Eugene Marner,94,Music|Romance|Family,unknown,1987-04-01,11,7.0,1987,0.0,0.0,April,4,spring,0.0,0.0
0.173519,No Man's Land,Charlie Sheen|Lara Harris|D. B. Sweeney|Randy Quaid|Bill Duke,Peter Werner,106,Action|Drama|Thriller,unknown,1987-10-23,11,6.6,1987,0.0,0.0,October,10,autumn,0.0,0.0
0.159006999999999,Prick Up Your Ears,Gary Oldman|Alfred Molina|Vanessa Redgrave|Frances Barber|Lindsay Duncan,Stephen Frears,111,Drama,civilhand,1987-04-17,13,4.7,1987,0.0,0.0,April,4,spring,0.0,0.0
0.147904,Teen Wolf Too,Jason Bateman|Kim Darby|John Astin|Mark Holton|Estee Chandler,Christopher Leitch,95,Comedy|Fantasy|Family,Atlantic Entertainment Group,1987-11-20,23,3.5,1987,0.0,0.0,November,11,autumn,0.0,0.0
0.146481,Ernest Goes to Camp,Jim Varney|Victoria Racimo|John Vernon|Gailard Sartain|Daniel Butler,John R. Cherry III,92,Comedy|Family,Touchstone Pictures|Silver Screen Partners II,1987-05-22,15,6.1,1987,5757241.31419396,45116395.1071892,May,5,spring,39359153.792995244,87.2391371240639
0.287418,Hamburger Hill,Anthony Barrile|Michael Boatman|Don Cheadle|Michael Dolan|Dylan McDermott,John Irvin,112,War|Action|Drama,Paramount Pictures|RKO Pictures,1987-08-23,52,6.2,1987,0.0,26558929.4908737,August,8,summer,26558929.4908737,100.0
0.135106,Who's That Girl,Madonna|Griffin Dunne|Bibi Besch|John McMartin|John Mills,James Foley,92,Comedy|Thriller|Music|Romance,Warner Bros. Pictures|The Guber-Peters Company,1987-08-07,18,6.0,1987,0.0,14019283.6878738,August,8,summer,14019283.6878738,100.0
0.096617,Three O'Clock High,Casey Siemaszko|Annie Ryan|Richard Tyson|Stacey Glick|Jonathan Wise,Phil Joanou,97,Comedy,Universal Pictures,1987-10-09,24,6.6,1987,0.0,7073465.66160585,October,10,autumn,7073465.66160585,100.0
0.005529,Miami Connection,Y.K. Kim|Vincent Hirsch|Joseph Diamand|Maurice Smith|Angelo Janotti,Y.K. Kim|Woo-sang Park,86,Action|Crime,Drafthouse Films,1987-08-18,13,5.8,1987,0.0,0.0,August,8,summer,0.0,0.0
0.111711,Like Father Like Son,Dudley Moore|Kirk Cameron|Margaret Colin|Catherine Hicks|Patrick O'Neal,Rod Daniel,96,Comedy|Fantasy,TriStar Pictures|Imagine Films Entertainment,1987-10-02,14,6.3,1987,0.0,65973350.8814048,October,10,autumn,65973350.8814048,100.0
0.159907,"Silent Night, Deadly Night Part 2",Eric Freeman|James Newman|Elizabeth Kaitan|Jean Miller|Darrel Guilbeau,Lee Harry,88,Comedy|Horror,Silent Night Releasing Corporation,1987-04-10,11,5.5,1987,479770.109516163,296158.250443451,April,4,spring,-183611.85907271202,-61.99788754754655
0.14124,The Secret Garden,Colin Firth|Gennie James|Barret Oliver|Jadrien Steele|Michael Hordern,Alan Grint,100,TV Movie|Drama|Family,Hallmark Hall of Fame Productions|Rosemont Productions|Viacom Productions,1987-11-30,12,7.2,1987,0.0,0.0,November,11,autumn,0.0,0.0
0.077814,Hope and Glory,Sebastian Rice-Edwards|Geraldine Muir|Sarah Miles|David Hayman|Sammi Davis,John Boorman,113,Drama|War,Columbia Pictures,1987-09-03,15,5.6,1987,0.0,0.0,September,9,autumn,0.0,0.0
0.07532,The Principal,"Jim Belushi|Louis Gossett, Jr.|Rae Dawn Chong|Michael Wright|J.J. Cohen",Christopher Cain,109,Action|Adventure|Crime|Drama,TriStar Pictures,1987-09-17,29,6.1,1987,0.0,0.0,September,9,autumn,0.0,0.0
0.071545,84 Charing Cross Road,Anne Bancroft|Anthony Hopkins|Judi Dench|Jean De Baer|Maurice Denham,David Hugh Jones,100,Drama|Romance,Columbia Pictures Corporation|Brooksfilms,1987-02-13,13,6.2,1987,182.312641616142,0.0,February,2,winter,-182.312641616142,-inf
0.068199,My Best Friend's Birthday,Quentin Tarantino|Allen Garfield|Craig Hamann|Al Harrell|Crystal Shaw,Quentin Tarantino,36,Comedy,unknown,1987-01-01,11,5.1,1987,0.0,0.0,January,1,winter,0.0,0.0
0.064707,Hello Mary Lou: Prom Night II,Michael Ironside|Wendy Lyon|Louis Ferreira|Lisa Schrage|Richard Monette,Bruce Pittman,97,Horror,Simcom Limited|Allarcom Limited|British Columbia Television|CFCN Communications|TBA Film,1987-11-13,11,6.2,1987,0.0,5149888.81807482,November,11,autumn,5149888.81807482,100.0
0.063503,Hollywood Shuffle,Robert Townsend|Craigus R. Johnson|Helen Martin|Starletta DuPois|Keenen Ivory Wayans,Robert Townsend,78,Comedy,unknown,1987-03-20,12,5.1,1987,0.0,0.0,March,3,spring,0.0,0.0
0.245929,Scooby-Doo Meets the Boo Brothers,Casey Kasem|Don Messick|Sorrell Booke|Rob Paulsen|Ronnie Schell,Paul Sommers|Carl Urbano,94,Animation|Adventure|Comedy|Family,unknown,1987-11-01,11,5.8,1987,0.0,0.0,November,11,autumn,0.0,0.0
3.309196,2001: A Space Odyssey,Keir Dullea|Douglas Rain|Gary Lockwood|William Sylvester|Daniel Richter,Stanley Kubrick,149,Science Fiction|Mystery|Adventure,Stanley Kubrick Productions|Metro-Goldwyn-Mayer (MGM),2068-04-05,1708,7.7,1968,75227563.3792221,355546597.206549,April,4,spring,280319033.8273269,78.84171470905123
1.152937,Planet of the Apes,Charlton Heston|Roddy McDowall|Kim Hunter|Maurice Evans|James Daly,Franklin J. Schaffner,112,Adventure|Science Fiction|Mystery,Twentieth Century Fox Film Corporation|APJAC Productions,2068-02-07,469,7.2,1968,36359988.966624,209354710.49926,February,2,winter,172994721.53263602,82.63235210714186
1.058272,Night of the Living Dead,Duane Jones|Judith O'Dea|Karl Hardman|Marilyn Eastman|Keith Wayne,George A. Romero,96,Horror,Laurel Group|Off Color Films|Image Ten|Market Square Productions,2068-10-01,279,7.2,1968,714661.85210261,0.0,October,10,autumn,-714661.85210261,-inf
0.891162999999999,The Boston Strangler,Tony Curtis|Henry Fonda|George Kennedy|Mike Kellin|Hurd Hatfield,Richard Fleischer,116,Crime|Drama|Mystery|Thriller,Twentieth Century Fox Film Corporation,2068-10-08,15,6.6,1968,0.0,0.0,October,10,autumn,0.0,0.0
0.867192,Barbarella,Jane Fonda|John Phillip Law|Anita Pallenberg|Marcel Marceau|Claude Dauphin,Roger Vadim,98,Science Fiction,Dino de Laurentiis Cinematografica|Marianne Productions,2068-10-10,63,5.4,1968,0.0,0.0,October,10,autumn,0.0,0.0
0.786853999999999,Bullitt,Steve McQueen|Jacqueline Bisset|Robert Vaughn|Don Gordon|Simon Oakland,Peter Yates,113,Action|Crime|Drama|Thriller,Solar Productions|Warner Brothers/Seven Arts,2068-10-17,143,6.7,1968,34479299.8821434,265182633.716993,October,10,autumn,230703333.8348496,86.99790427493068
0.757746,The Love Bug,Dean Jones|Michele Lee|Buddy Hackett|Joe Flynn|Benson Fong,Robert Stevenson,107,Comedy|Family|Fantasy,Walt Disney Productions,2068-12-22,62,5.8,1968,0.0,0.0,December,12,winter,0.0,0.0
0.747337,The Lion in Winter,Peter O'Toole|Katharine Hepburn|Anthony Hopkins|John Castle|Nigel Terry,Anthony Harvey,134,Drama|History,AVCO Embassy Pictures|Haworth Productions,2068-01-01,37,6.9,1968,0.0,0.0,January,1,winter,0.0,0.0
0.724527,Rosemary's Baby,Mia Farrow|John Cassavetes|Ruth Gordon|Sidney Blackmer|Maurice Evans,Roman Polanski,136,Horror|Drama|Mystery,Paramount Pictures|William Castle Productions,2068-06-12,448,7.3,1968,20060683.5677925,209354710.49926,June,6,summer,189294026.9314675,90.41784943842312
0.698337,Yellow Submarine,Paul Angelis|John Lennon|Paul McCartney|George Harrison|Ringo Starr,George Dunning,90,Animation|Fantasy|Music,Apple Corps|King Features Production,2068-07-17,63,7.0,1968,0.0,0.0,July,7,summer,0.0,0.0
0.633128999999999,Oliver!,Ron Moody|Shani Wallis|Oliver Reed|Harry Secombe|Mark Lester,Carol Reed,153,Drama|Family|Music,Warwick Film Productions|Romulus Films,2068-09-26,42,6.2,1968,62689636.1493517,105318588.730911,September,9,autumn,42628952.5815593,40.47619047619056
0.621202,Hang 'em High,Clint Eastwood|Inger Stevens|Ed Begley|Pat Hingle|Ben Johnson,Ted Post,114,Western,Metro-Goldwyn-Mayer (MGM),2068-07-31,86,6.3,1968,11284134.5068833,42628952.5815592,July,7,summer,31344818.074675903,73.52941176470593
0.569422,Where Eagles Dare,Richard Burton|Clint Eastwood|Mary Ure|Patrick Wymark|Michael Hordern,Brian G. Hutton,155,Adventure|Drama|Action|History|War,Metro-Goldwyn-Mayer (MGM)|Winkast Film Productions|Jerry Gershwin Productions|Elliott Kastner Productions,2068-12-04,116,6.9,1968,48271019.8350008,131648235.913638,December,12,winter,83377216.0786372,63.33333333333319
0.533428,The Party,Peter Sellers|Claudine Longet|Natalia Borisova|Jean Carson|Marge Champion,Blake Edwards,99,Comedy,Metro-Goldwyn-Mayer (MGM),2068-04-04,67,7.1,1968,9403445.42240277,0.0,April,4,spring,-9403445.42240277,-inf
0.488336,The Thomas Crown Affair,Steve McQueen|Faye Dunaway|Paul Burke|Jack Weston|Biff McGuire,Norman Jewison,102,Romance|Crime|Thriller|Drama,United Artists|The Mirisch Corporation|Solar Productions|Simkoe,2068-06-19,42,7.0,1968,26956543.5442212,0.0,June,6,summer,-26956543.5442212,-inf
0.437877,The Odd Couple,Jack Lemmon|Walter Matthau|John Fiedler|Herb Edelman|David Sheiner,Gene Saks,106,Comedy,Paramount Pictures,2068-02-07,51,7.3,1968,0.0,0.0,February,2,winter,0.0,0.0
0.415262,Romeo and Juliet,Leonard Whiting|Olivia Hussey|John McEnery|Michael York|Milo O'Shea,Franco Zeffirelli,138,Drama|Romance,Paramount Pictures|Dino de Laurentiis Cinematografica|BHE Films|Verona Produzione,2068-04-03,68,7.0,1968,0.0,243870320.218661,April,4,spring,243870320.218661,100.0
0.321891,The Devil Rides Out,Christopher Lee|Charles Gray|Nike Arrighi|Leon Greene|Patrick Mower,Terence Fisher,96,Horror,Hammer Film Productions|Associated British-PathÃ©|Seven Arts Pictures,2068-07-20,17,6.2,1968,0.0,0.0,July,7,summer,0.0,0.0
0.378658,The Green Berets,John Wayne|David Janssen|George Takei|Jack Soo|Jim Hutton,John Wayne,142,War|Drama,Batjac Productions,2068-07-04,17,5.6,1968,43882745.3045462,68958599.7642869,July,7,summer,25075854.459740706,36.36363636363638
0.323826,Chitty Chitty Bang Bang,Dick Van Dyke|Sally Ann Howes|Lionel Jeffries|Gert FrÃ¶be|Anna Quayle,Ken Hughes,144,Adventure|Fantasy|Comedy|Family,Dramatic Features|Warfield,2068-12-16,103,6.6,1968,62689636.1493517,0.0,December,12,winter,-62689636.1493517,-inf
0.316852,The Swimmer,Burt Lancaster|Janet Landgard|Kim Hunter|Janice Rule|Tony Bickley,Frank Perry|Sydney Pollack,95,Drama,Horizon Pictures|Columbia Pictures Corporation|Dover Productions,2068-05-15,14,5.5,1968,0.0,0.0,May,5,spring,0.0,0.0
0.259501,Blackbeard's Ghost,Peter Ustinov|Dean Jones|Suzanne Pleshette|Elsa Lanchester|Richard Deacon,Robert Stevenson,106,Fantasy|Comedy|Family,Walt Disney Productions,2068-02-08,19,6.1,1968,0.0,0.0,February,2,winter,0.0,0.0
0.207956,Pretty Poison,Anthony Perkins|Tuesday Weld|Beverly Garland|John Randolph|Dick O'Neill,Noel Black,89,Crime|Drama|Romance|Thriller,Twentieth Century Fox Film Corporation,2068-07-18,12,6.3,1968,11284134.5068833,0.0,July,7,summer,-11284134.5068833,-inf
0.214989,Funny Girl,Barbra Streisand|Omar Sharif|Kay Medford|Anne Francis|Walter Pidgeon,William Wyler,149,Drama|Comedy|Music|Romance,Columbia Pictures Corporation|Rastar Productions,2068-09-19,39,6.6,1968,0.0,0.0,September,9,autumn,0.0,0.0
0.106218,If....,Malcolm McDowell|Richard Warwick|David Wood|Christine Noonan|Rupert Webster,Lindsay Anderson,111,Drama,Memorial Enterprises,2068-12-19,29,6.0,1968,0.0,3134481.80746758,December,12,winter,3134481.80746758,100.0
0.202802,The Little Drummer Boy,Ted Eccles|JosÃ© Ferrer|Paul Frees|June Foray|Greer Garson,"Arthur Rankin, Jr.|Jules Bass",25,Animation,Rankin/Bass Productions,2068-12-19,15,6.0,1968,0.0,0.0,December,12,winter,0.0,0.0
0.190742,Faces,Gena Rowlands|John Marley|Lynn Carlin|Seymour Cassel|Fred Draper,John Cassavetes,130,Drama,Maurice McEndree Productions|Walter Reade Organization Inc.|Faces International Films,2068-11-24,16,6.5,1968,1723964.99410717,0.0,November,11,autumn,-1723964.99410717,-inf
0.166845,Hell in the Pacific,Lee Marvin|ToshirÅ Mifune,John Boorman,103,War,Selmur Productions,2068-12-19,13,6.0,1968,0.0,0.0,December,12,winter,0.0,0.0
0.157115,"Yours, Mine and Ours",Lucille Ball|Henry Fonda|Van Johnson|Tom Bosley|Louise Troy,Melville Shavelson,111,Comedy|Drama|Family,Desilu Productions|Walden Productions,2068-04-24,10,5.7,1968,0.0,0.0,April,4,spring,0.0,0.0
0.149294,The Devil's Brigade,William Holden|Cliff Robertson|Vince Edwards|Andrew Prine|Jeremy Slate,Andrew V. McLaglen,130,War|Action,Wolper Pictures,2068-05-15,13,6.3,1968,0.0,0.0,May,5,spring,0.0,0.0
0.190352,Hellfighters,John Wayne|Katharine Ross|Jim Hutton|Vera Miles|Jay C. Flippen,Andrew V. McLaglen,121,Action|Adventure|Romance,Universal Pictures,2068-11-27,10,5.5,1968,0.0,0.0,November,11,autumn,0.0,0.0
0.128924,Witchfinder General,Vincent Price|Ian Ogilvy|Rupert Davies|Hilary Dwyer|Robert Russell,Michael Reeves,86,Drama|Horror|History,Tigon British Film Productions|American International Productions,2068-05-01,13,6.2,1968,0.0,0.0,May,5,spring,0.0,0.0
0.405287,Coogan's Bluff,Clint Eastwood|Lee J. Cobb|Susan Clark|Tisha Sterling|Don Stroud,Don Siegel,93,Action|Crime|Drama|Thriller,Universal Pictures|Malpaso Productions,2068-10-02,30,5.9,1968,0.0,19496476.8424484,October,10,autumn,19496476.8424484,100.0
0.092942,Carry On... Up the Khyber,Sid James|Charles Hawtrey|Bernard Bresslaw|Kenneth Williams|Roy Castle,Gerald Thomas,88,Comedy,unknown,2068-11-28,11,6.4,1968,0.0,0.0,November,11,autumn,0.0,0.0
0.092165,Ice Station Zebra,Rock Hudson|Ernest Borgnine|Patrick McGoohan|Jim Brown|Tony Bill,John Sturges,148,Action|Drama,Filmways Pictures,2068-10-23,21,5.7,1968,0.0,0.0,October,10,autumn,0.0,0.0
0.188511,Head,Peter Tork|Davy Jones|Micky Dolenz|Michael Nesmith|Annette Funicello,Bob Rafelson,86,Comedy|Fantasy,Raybert Productions,2068-11-06,12,5.5,1968,0.0,0.0,November,11,autumn,0.0,0.0
0.045242,Charly,Cliff Robertson|Claire Bloom|Lilia Skala|Leon Janney|Ruth White,Ralph Nelson,103,Drama|Romance|Science Fiction,Metro-Goldwyn-Mayer (MGM),2068-09-23,13,6.0,1968,5955515.43418842,5107111.51232478,September,9,autumn,-848403.9218636397,-16.61220672030015
0.005265,The Alphabet,Peggy Lynch,David Lynch,4,Animation,Pensylvania Academy of Fine Arts,2068-01-01,19,5.9,1968,0.0,0.0,January,1,winter,0.0,0.0
